,,,,,,,,,,,,,,,,,,,,
,登録番号,氏名,コース,進入率(%),3連対率(%),1着率(%),2着率(%),3着率(%),平均ST,平均スタート順,,,,,,,,,,
,4506,稗田聖也,4,16.3%,47.8%,13.0%,21.7%,13.0%,0.13,2.60,,,,,,,,,,
,4506,稗田聖也,5,16.3%,47.8%,4.3%,13.0%,30.4%,0.13,3.00,,,,,,,,,,
,4506,稗田聖也,6,15.6%,36.4%,0.0%,13.6%,22.7%,0.14,2.80,,,,,,,,,,
,4969,町田洸希,1,13.4%,90.9%,45.5%,27.3%,18.2%,0.16,3.10,,,,,,,,,,
,4969,町田洸希,2,17.1%,50.0%,14.3%,35.7%,0.0%,0.18,3.90,,,,,,,,,,
,4969,町田洸希,3,18.3%,80.0%,6.7%,26.7%,46.7%,0.13,2.70,,,,,,,,,,
,4969,町田洸希,4,19.5%,56.2%,12.5%,18.8%,25.0%,0.16,3.20,,,,,,,,,,
,4969,町田洸希,5,15.9%,53.8%,0.0%,0.0%,53.8%,0.19,3.50,,,,,,,,,,
,4969,町田洸希,6,15.9%,23.1%,7.7%,7.7%,7.7%,0.16,3.70,,,,,,,,,,
,3772,一柳和孝,1,20.2%,86.4%,50.0%,27.3%,9.1%,0.14,2.50,,,,,,,,,,
,3772,一柳和孝,2,14.7%,75.0%,12.5%,43.8%,18.8%,0.16,3.10,,,,,,,,,,
,3772,一柳和孝,3,17.4%,57.9%,5.3%,26.3%,26.3%,0.14,3.10,,,,,,,,,,
,3772,一柳和孝,4,14.7%,50.0%,6.2%,18.8%,25.0%,0.14,3.40,,,,,,,,,,
,3772,一柳和孝,5,17.4%,52.6%,5.3%,10.5%,36.8%,0.15,3.10,,,,,,,,,,
,3772,一柳和孝,6,15.6%,11.8%,0.0%,5.9%,5.9%,0.16,3.40,,,,,,,,,,
,3872,岡田憲行,1,20.1%,86.2%,58.6%,10.3%,17.2%,0.20,4.10,,,,,,,,,,
,3872,岡田憲行,2,14.6%,66.7%,4.8%,38.1%,23.8%,0.20,4.80,,,,,,,,,,
,3872,岡田憲行,3,16.0%,65.2%,13.0%,17.4%,34.8%,0.19,3.80,,,,,,,,,,
,3872,岡田憲行,4,14.6%,42.9%,14.3%,19.0%,9.5%,0.17,3.70,,,,,,,,,,
,3872,岡田憲行,5,16.0%,43.5%,13.0%,8.7%,21.7%,0.21,4.10,,,,,,,,,,
,3872,岡田憲行,6,18.8%,22.2%,0.0%,11.1%,11.1%,0.21,3.80,,,,,,,,,,
,4154,森安弘雅,1,17.2%,91.3%,52.2%,21.7%,17.4%,0.14,2.70,,,,,,,,,,
,4154,森安弘雅,2,17.9%,70.8%,20.8%,33.3%,16.7%,0.17,4.00,,,,,,,,,,
,4154,森安弘雅,3,20.9%,39.3%,17.9%,7.1%,14.3%,0.15,3.00,,,,,,,,,,
,4154,森安弘雅,4,13.4%,55.6%,11.1%,16.7%,27.8%,0.16,3.50,,,,,,,,,,
,4154,森安弘雅,5,16.4%,59.1%,9.1%,13.6%,36.4%,0.19,3.80,,,,,,,,,,
,4154,森安弘雅,6,14.2%,5.3%,0.0%,0.0%,5.3%,0.20,4.50,,,,,,,,,,
,5155,内山七海,1,14.3%,66.7%,40.0%,0.0%,26.7%,0.19,3.70,,,,,,,,,,
,5155,内山七海,2,15.2%,56.2%,12.5%,37.5%,6.2%,0.16,2.80,,,,,,,,,,
,5155,内山七海,3,20.0%,61.9%,9.5%,23.8%,28.6%,0.14,2.80,,,,,,,,,,
,5155,内山七海,4,16.2%,58.8%,11.8%,41.2%,5.9%,0.15,3.10,,,,,,,,,,
,5155,内山七海,5,20.0%,47.6%,19.0%,23.8%,4.8%,0.17,3.40,,,,,,,,,,
,5155,内山七海,6,14.3%,53.3%,6.7%,13.3%,33.3%,0.17,3.60,,,,,,,,,,
,5269,山口晃朋,1,15.0%,82.4%,76.5%,5.9%,0.0%,0.13,2.30,,,,,,,,,,
,5269,山口晃朋,2,18.6%,57.1%,23.8%,9.5%,23.8%,0.14,2.60,,,,,,,,,,
,5269,山口晃朋,3,16.8%,42.1%,10.5%,21.1%,10.5%,0.14,2.60,,,,,,,,,,
,5269,山口晃朋,4,18.6%,52.4%,28.6%,4.8%,19.0%,0.14,2.10,,,,,,,,,,
,5269,山口晃朋,5,15.9%,50.0%,0.0%,5.6%,44.4%,0.14,2.70,,,,,,,,,,
,5269,山口晃朋,6,15.0%,29.4%,0.0%,11.8%,17.6%,0.11,2.20,,,,,,,,,,
,4105,松下直也,1,19.7%,69.0%,37.9%,20.7%,10.3%,0.19,4.10,,,,,,,,,,
,4105,松下直也,2,16.3%,66.7%,8.3%,41.7%,16.7%,0.15,3.30,,,,,,,,,,
,4105,松下直也,3,21.8%,53.1%,12.5%,15.6%,25.0%,0.16,3.20,,,,,,,,,,
,4105,松下直也,4,12.9%,42.1%,5.3%,31.6%,5.3%,0.15,4.10,,,,,,,,,,
,4105,松下直也,5,19.0%,32.1%,14.3%,10.7%,7.1%,0.16,3.50,,,,,,,,,,
,4105,松下直也,6,10.2%,33.3%,0.0%,6.7%,26.7%,0.17,3.60,,,,,,,,,,
,4580,長谷川雅和,1,21.2%,100.0%,81.0%,19.0%,0.0%,0.15,2.50,,,,,,,,,,
,4580,長谷川雅和,2,15.2%,40.0%,6.7%,26.7%,6.7%,0.15,3.20,,,,,,,,,,
,4580,長谷川雅和,3,17.2%,41.2%,0.0%,17.6%,23.5%,0.17,3.90,,,,,,,,,,
,4580,長谷川雅和,4,15.2%,33.3%,20.0%,6.7%,6.7%,0.14,3.30,,,,,,,,,,
,4580,長谷川雅和,5,15.2%,60.0%,20.0%,20.0%,20.0%,0.13,2.70,,,,,,,,,,
,4580,長谷川雅和,6,16.2%,12.5%,0.0%,0.0%,12.5%,0.17,3.60,,,,,,,,,,
,3606,川北浩貴,1,21.8%,85.2%,51.9%,25.9%,7.4%,0.18,3.30,,,,,,,,,,
,3606,川北浩貴,2,15.3%,68.4%,26.3%,26.3%,15.8%,0.15,3.50,,,,,,,,,,
,3606,川北浩貴,3,15.3%,52.6%,15.8%,15.8%,21.1%,0.15,3.10,,,,,,,,,,
,3606,川北浩貴,4,15.3%,47.4%,0.0%,21.1%,26.3%,0.19,3.50,,,,,,,,,,
,3606,川北浩貴,5,15.3%,36.8%,5.3%,15.8%,15.8%,0.17,3.40,,,,,,,,,,
,3606,川北浩貴,6,16.9%,9.5%,0.0%,0.0%,9.5%,0.23,4.60,,,,,,,,,,
,3745,橋本年光,1,20.0%,88.9%,38.9%,33.3%,16.7%,0.16,2.70,,,,,,,,,,
,3745,橋本年光,2,16.7%,46.7%,0.0%,33.3%,13.3%,0.16,3.30,,,,,,,,,,
,3745,橋本年光,3,16.7%,46.7%,6.7%,13.3%,26.7%,0.18,3.80,,,,,,,,,,
,3745,橋本年光,4,14.4%,46.2%,7.7%,15.4%,23.1%,0.14,3.80,,,,,,,,,,
,3745,橋本年光,5,12.2%,45.5%,9.1%,36.4%,0.0%,0.17,3.60,,,,,,,,,,
,3745,橋本年光,6,20.0%,33.3%,0.0%,16.7%,16.7%,0.19,4.00,,,,,,,,,,
,4883,岡部大輝,1,18.6%,81.2%,68.8%,12.5%,0.0%,0.15,2.90,,,,,,,,,,
,4883,岡部大輝,2,16.3%,42.9%,21.4%,14.3%,7.1%,0.20,4.40,,,,,,,,,,
,4883,岡部大輝,3,17.4%,53.3%,13.3%,20.0%,20.0%,0.16,3.00,,,,,,,,,,
,4883,岡部大輝,4,16.3%,28.6%,21.4%,0.0%,7.1%,0.16,2.80,,,,,,,,,,
,4883,岡部大輝,5,22.1%,42.1%,5.3%,15.8%,21.1%,0.15,3.60,,,,,,,,,,
,4883,岡部大輝,6,9.3%,75.0%,0.0%,0.0%,75.0%,0.20,3.40,,,,,,,,,,
,3362,間嶋仁志,1,19.0%,65.2%,43.5%,13.0%,8.7%,0.20,3.80,,,,,,,,,,
,3362,間嶋仁志,2,36.4%,59.1%,13.6%,31.8%,13.6%,0.19,4.00,,,,,,,,,,
,3362,間嶋仁志,3,27.3%,54.5%,9.1%,18.2%,27.3%,0.19,3.40,,,,,,,,,,
,3362,間嶋仁志,4,17.4%,14.3%,4.8%,9.5%,0.0%,0.17,3.90,,,,,,,,,,
,3362,間嶋仁志,5,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,3362,間嶋仁志,6,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,4216,星栄爾,1,19.1%,89.7%,65.5%,10.3%,13.8%,0.13,1.90,,,,,,,,,,
,4216,星栄爾,2,16.4%,68.0%,12.0%,36.0%,20.0%,0.12,2.70,,,,,,,,,,
,4216,星栄爾,3,13.8%,47.6%,9.5%,28.6%,9.5%,0.16,2.30,,,,,,,,,,
,4216,星栄爾,4,20.4%,48.4%,16.1%,12.9%,19.4%,0.14,2.40,,,,,,,,,,
,4216,星栄爾,5,15.8%,29.2%,0.0%,8.3%,20.8%,0.14,2.90,,,,,,,,,,
,4216,星栄爾,6,14.5%,27.3%,4.5%,4.5%,18.2%,0.16,3.50,,,,,,,,,,
,2878,富山弘幸,1,18.3%,81.0%,47.6%,19.0%,14.3%,0.17,3.70,,,,,,,,,,
,2878,富山弘幸,2,16.5%,73.7%,26.3%,15.8%,31.6%,0.14,3.70,,,,,,,,,,
,2878,富山弘幸,3,24.3%,42.9%,3.6%,21.4%,17.9%,0.18,3.80,,,,,,,,,,
,2878,富山弘幸,4,20.0%,69.6%,4.3%,34.8%,30.4%,0.16,3.00,,,,,,,,,,
,2878,富山弘幸,5,13.0%,0.0%,0.0%,0.0%,0.0%,0.18,4.10,,,,,,,,,,
,2878,富山弘幸,6,7.8%,22.2%,0.0%,11.1%,11.1%,0.17,4.10,,,,,,,,,,
,3527,中嶋誠一郎,1,18.1%,82.6%,47.8%,21.7%,13.0%,0.15,2.30,,,,,,,,,,
,3527,中嶋誠一郎,2,16.5%,66.7%,9.5%,33.3%,23.8%,0.17,3.10,,,,,,,,,,
,3527,中嶋誠一郎,3,15.7%,55.0%,10.0%,25.0%,20.0%,0.16,2.50,,,,,,,,,,
,3527,中嶋誠一郎,4,16.5%,42.9%,4.8%,14.3%,23.8%,0.15,2.70,,,,,,,,,,
,3527,中嶋誠一郎,5,17.3%,40.9%,0.0%,13.6%,27.3%,0.15,3.30,,,,,,,,,,
,3527,中嶋誠一郎,6,15.7%,30.0%,5.0%,10.0%,15.0%,0.16,4.00,,,,,,,,,,
,3933,山地正樹,1,15.2%,70.0%,45.0%,20.0%,5.0%,0.17,3.80,,,,,,,,,,
,3933,山地正樹,2,47.7%,52.4%,14.3%,20.6%,17.5%,0.18,3.70,,,,,,,,,,
,3933,山地正樹,3,23.5%,48.4%,12.9%,19.4%,16.1%,0.17,3.50,,,,,,,,,,
,3933,山地正樹,4,13.6%,33.3%,0.0%,0.0%,33.3%,0.17,4.40,,,,,,,,,,
,3933,山地正樹,5,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,3933,山地正樹,6,- -,- -,0.0%,0.0%,0.0%,- -,- -,,,,,,,,,,
,4151,下河誉史,1,22.0%,75.0%,50.0%,7.1%,17.9%,0.18,3.50,,,,,,,,,,
,4151,下河誉史,2,12.6%,75.0%,12.5%,37.5%,25.0%,0.17,3.40,,,,,,,,,,
,4151,下河誉史,3,21.3%,63.0%,7.4%,40.7%,14.8%,0.19,3.50,,,,,,,,,,
,4151,下河誉史,4,23.6%,46.7%,3.3%,6.7%,36.7%,0.20,4.10,,,,,,,,,,
,4151,下河誉史,5,12.6%,0.0%,0.0%,0.0%,0.0%,0.20,4.30,,,,,,,,,,
,4151,下河誉史,6,7.9%,20.0%,0.0%,20.0%,0.0%,0.21,4.70,,,,,,,,,,
,4711,前出達吉,1,17.2%,82.4%,29.4%,41.2%,11.8%,0.15,3.10,,,,,,,,,,
,4711,前出達吉,2,16.2%,75.0%,18.8%,25.0%,31.2%,0.16,3.30,,,,,,,,,,
,4711,前出達吉,3,16.2%,68.8%,12.5%,25.0%,31.2%,0.14,3.30,,,,,,,,,,
,4711,前出達吉,4,14.1%,50.0%,0.0%,21.4%,28.6%,0.15,3.50,,,,,,,,,,
,4711,前出達吉,5,21.2%,42.9%,4.8%,14.3%,23.8%,0.18,3.20,,,,,,,,,,
,4711,前出達吉,6,15.2%,6.7%,0.0%,0.0%,6.7%,0.17,4.40,,,,,,,,,,
,3955,眞田英二,1,15.0%,73.3%,40.0%,13.3%,20.0%,0.17,3.60,,,,,,,,,,
,3955,眞田英二,2,17.0%,88.2%,23.5%,35.3%,29.4%,0.17,3.40,,,,,,,,,,
,3955,眞田英二,3,21.0%,47.6%,14.3%,28.6%,4.8%,0.18,3.70,,,,,,,,,,
,3955,眞田英二,4,19.0%,42.1%,10.5%,15.8%,15.8%,0.16,3.40,,,,,,,,,,
,3955,眞田英二,5,15.0%,40.0%,13.3%,13.3%,13.3%,0.19,3.40,,,,,,,,,,
,3955,眞田英二,6,13.0%,7.7%,0.0%,0.0%,7.7%,0.19,4.60,,,,,,,,,,
,4906,鈴木雅希,1,15.7%,86.4%,45.5%,31.8%,9.1%,0.15,2.40,,,,,,,,,,
,4906,鈴木雅希,2,17.9%,56.0%,12.0%,24.0%,20.0%,0.15,3.50,,,,,,,,,,
,4906,鈴木雅希,3,17.1%,79.2%,8.3%,33.3%,37.5%,0.15,3.30,,,,,,,,,,
,4906,鈴木雅希,4,16.4%,60.9%,0.0%,21.7%,39.1%,0.13,2.60,,,,,,,,,,
,4906,鈴木雅希,5,17.9%,40.0%,4.0%,12.0%,24.0%,0.13,2.50,,,,,,,,,,
,4906,鈴木雅希,6,15.0%,19.0%,0.0%,9.5%,9.5%,0.16,3.90,,,,,,,,,,
,4919,吉田翔悟,1,14.9%,88.2%,52.9%,29.4%,5.9%,0.14,2.10,,,,,,,,,,
,4919,吉田翔悟,2,15.8%,55.6%,16.7%,33.3%,5.6%,0.14,2.30,,,,,,,,,,
,4919,吉田翔悟,3,21.1%,45.8%,12.5%,16.7%,16.7%,0.13,2.20,,,,,,,,,,
,4919,吉田翔悟,4,13.2%,60.0%,0.0%,6.7%,53.3%,0.12,1.90,,,,,,,,,,
,4919,吉田翔悟,5,18.4%,42.9%,14.3%,14.3%,14.3%,0.12,2.20,,,,,,,,,,
,4919,吉田翔悟,6,16.7%,42.1%,0.0%,15.8%,26.3%,0.17,3.60,,,,,,,,,,
,5195,北村寧々,1,15.0%,73.3%,60.0%,6.7%,6.7%,0.13,2.50,,,,,,,,,,
,5195,北村寧々,2,20.0%,70.0%,15.0%,35.0%,20.0%,0.13,2.50,,,,,,,,,,
,5195,北村寧々,3,15.0%,66.7%,20.0%,6.7%,40.0%,0.14,3.10,,,,,,,,,,
,5195,北村寧々,4,15.0%,46.7%,0.0%,13.3%,33.3%,0.14,3.10,,,,,,,,,,
,5195,北村寧々,5,21.0%,42.9%,0.0%,4.8%,38.1%,0.14,3.10,,,,,,,,,,
,5195,北村寧々,6,14.0%,28.6%,0.0%,0.0%,28.6%,0.17,3.00,,,,,,,,,,
,3502,渡邉英児,1,19.8%,83.3%,37.5%,37.5%,8.3%,0.18,3.50,,,,,,,,,,
,3502,渡邉英児,2,14.9%,83.3%,11.1%,27.8%,44.4%,0.19,3.70,,,,,,,,,,
,3502,渡邉英児,3,19.8%,58.3%,12.5%,8.3%,37.5%,0.17,3.30,,,,,,,,,,
,3502,渡邉英児,4,19.8%,45.8%,8.3%,20.8%,16.7%,0.16,3.50,,,,,,,,,,
,3502,渡邉英児,5,22.3%,33.3%,0.0%,18.5%,14.8%,0.18,3.70,,,,,,,,,,
,3502,渡邉英児,6,3.3%,0.0%,0.0%,0.0%,0.0%,0.21,4.80,,,,,,,,,,
,4410,井上大輔,1,13.3%,75.0%,56.2%,18.8%,0.0%,0.16,2.80,,,,,,,,,,
,4410,井上大輔,2,18.3%,77.3%,18.2%,45.5%,13.6%,0.15,3.20,,,,,,,,,,
,4410,井上大輔,3,18.3%,45.5%,13.6%,18.2%,13.6%,0.17,2.90,,,,,,,,,,
,4410,井上大輔,4,21.7%,53.8%,11.5%,15.4%,26.9%,0.17,3.20,,,,,,,,,,
,4410,井上大輔,5,15.8%,36.8%,10.5%,5.3%,21.1%,0.17,3.20,,,,,,,,,,
,4410,井上大輔,6,12.5%,13.3%,0.0%,0.0%,13.3%,0.17,3.80,,,,,,,,,,
,5023,久永祥平,1,14.3%,88.2%,70.6%,5.9%,11.8%,0.11,1.80,,,,,,,,,,
,5023,久永祥平,2,20.2%,66.7%,8.3%,29.2%,29.2%,0.14,3.00,,,,,,,,,,
,5023,久永祥平,3,17.6%,42.9%,4.8%,19.0%,19.0%,0.15,2.70,,,,,,,,,,
,5023,久永祥平,4,12.6%,53.3%,0.0%,26.7%,26.7%,0.13,2.10,,,,,,,,,,
,5023,久永祥平,5,16.0%,42.1%,0.0%,15.8%,26.3%,0.17,2.70,,,,,,,,,,
,5023,久永祥平,6,19.3%,43.5%,4.3%,8.7%,30.4%,0.17,3.10,,,,,,,,,,
,5214,田中宏典,1,13.5%,71.4%,50.0%,7.1%,14.3%,0.19,3.80,,,,,,,,,,
,5214,田中宏典,2,20.2%,66.7%,9.5%,23.8%,33.3%,0.16,3.70,,,,,,,,,,
,5214,田中宏典,3,22.1%,60.9%,13.0%,17.4%,30.4%,0.13,3.40,,,,,,,,,,
,5214,田中宏典,4,12.5%,76.9%,23.1%,23.1%,30.8%,0.15,2.90,,,,,,,,,,
,5214,田中宏典,5,18.3%,21.1%,5.3%,0.0%,15.8%,0.21,4.20,,,,,,,,,,
,5214,田中宏典,6,13.5%,28.6%,0.0%,0.0%,28.6%,0.15,3.60,,,,,,,,,,
,3712,淺香文武,1,15.1%,100.0%,72.2%,16.7%,11.1%,0.13,2.40,,,,,,,,,,
,3712,淺香文武,2,16.8%,65.0%,5.0%,45.0%,15.0%,0.15,3.20,,,,,,,,,,
,3712,淺香文武,3,21.0%,64.0%,4.0%,40.0%,20.0%,0.12,2.40,,,,,,,,,,
,3712,淺香文武,4,18.5%,45.5%,4.5%,13.6%,27.3%,0.15,3.50,,,,,,,,,,
,3712,淺香文武,5,17.6%,23.8%,4.8%,9.5%,9.5%,0.14,3.00,,,,,,,,,,
,3712,淺香文武,6,10.9%,46.2%,0.0%,7.7%,38.5%,0.19,4.20,,,,,,,,,,
,4550,石岡将太,1,18.6%,78.9%,57.9%,15.8%,5.3%,0.13,1.70,,,,,,,,,,
,4550,石岡将太,2,17.6%,66.7%,16.7%,16.7%,33.3%,0.15,3.20,,,,,,,,,,
,4550,石岡将太,3,21.6%,54.5%,4.5%,27.3%,22.7%,0.17,3.20,,,,,,,,,,
,4550,石岡将太,4,14.7%,40.0%,13.3%,13.3%,13.3%,0.16,3.50,,,,,,,,,,
,4550,石岡将太,5,16.7%,35.3%,0.0%,11.8%,23.5%,0.16,4.10,,,,,,,,,,
,4550,石岡将太,6,10.8%,27.3%,0.0%,27.3%,0.0%,0.15,3.10,,,,,,,,,,
,4678,水野望美,1,18.1%,80.0%,73.3%,6.7%,0.0%,0.16,2.70,,,,,,,,,,
,4678,水野望美,2,18.1%,46.7%,6.7%,26.7%,13.3%,0.18,3.50,,,,,,,,,,
,4678,水野望美,3,16.9%,64.3%,21.4%,7.1%,35.7%,0.15,2.40,,,,,,,,,,
,4678,水野望美,4,20.5%,47.1%,0.0%,23.5%,23.5%,0.17,3.40,,,,,,,,,,
,4678,水野望美,5,18.1%,33.3%,0.0%,6.7%,26.7%,0.16,3.30,,,,,,,,,,
,4678,水野望美,6,8.4%,14.3%,0.0%,0.0%,14.3%,0.21,4.60,,,,,,,,,,
,4981,牧山敦也,1,14.2%,94.1%,52.9%,29.4%,11.8%,0.19,3.90,,,,,,,,,,
,4981,牧山敦也,2,16.7%,65.0%,10.0%,30.0%,25.0%,0.17,3.80,,,,,,,,,,
,4981,牧山敦也,3,19.2%,69.6%,21.7%,34.8%,13.0%,0.16,3.10,,,,,,,,,,
,4981,牧山敦也,4,15.8%,36.8%,5.3%,21.1%,10.5%,0.15,3.60,,,,,,,,,,
,4981,牧山敦也,5,17.5%,33.3%,9.5%,4.8%,19.0%,0.19,3.40,,,,,,,,,,
,4981,牧山敦也,6,16.7%,40.0%,0.0%,20.0%,20.0%,0.15,3.40,,,,,,,,,,
,3470,新田芳美,1,16.7%,60.0%,40.0%,13.3%,6.7%,0.19,3.80,,,,,,,,,,
,3470,新田芳美,2,17.8%,75.0%,6.2%,43.8%,25.0%,0.17,2.80,,,,,,,,,,
,3470,新田芳美,3,22.2%,50.0%,40.0%,5.0%,5.0%,0.16,2.80,,,,,,,,,,
,3470,新田芳美,4,17.8%,37.5%,0.0%,12.5%,25.0%,0.18,3.80,,,,,,,,,,
,3470,新田芳美,5,13.3%,41.7%,8.3%,16.7%,16.7%,0.15,3.40,,,,,,,,,,
,3470,新田芳美,6,12.2%,18.2%,0.0%,9.1%,9.1%,0.16,2.80,,,,,,,,,,
,4003,表憲一,1,16.1%,83.3%,38.9%,27.8%,16.7%,0.17,3.40,,,,,,,,,,
,4003,表憲一,2,21.4%,58.3%,16.7%,16.7%,25.0%,0.17,3.30,,,,,,,,,,
,4003,表憲一,3,13.4%,40.0%,0.0%,13.3%,26.7%,0.16,3.10,,,,,,,,,,
,4003,表憲一,4,14.3%,56.2%,0.0%,6.2%,50.0%,0.16,3.60,,,,,,,,,,
,4003,表憲一,5,21.4%,37.5%,0.0%,16.7%,20.8%,0.16,3.30,,,,,,,,,,
,4003,表憲一,6,13.4%,53.3%,6.7%,13.3%,33.3%,0.16,4.10,,,,,,,,,,
,4884,勝浦真帆,1,17.7%,86.4%,50.0%,22.7%,13.6%,0.14,3.00,,,,,,,,,,
,4884,勝浦真帆,2,18.5%,52.2%,17.4%,26.1%,8.7%,0.14,2.50,,,,,,,,,,
,4884,勝浦真帆,3,16.9%,47.6%,9.5%,23.8%,14.3%,0.15,2.80,,,,,,,,,,
,4884,勝浦真帆,4,15.3%,47.4%,5.3%,21.1%,21.1%,0.15,3.50,,,,,,,,,,
,4884,勝浦真帆,5,18.5%,39.1%,8.7%,13.0%,17.4%,0.15,3.00,,,,,,,,,,
,4884,勝浦真帆,6,12.9%,12.5%,0.0%,0.0%,12.5%,0.16,4.20,,,,,,,,,,
,5199,垂水悠,1,12.8%,83.3%,41.7%,16.7%,25.0%,0.15,2.80,,,,,,,,,,
,5199,垂水悠,2,14.9%,64.3%,7.1%,14.3%,42.9%,0.13,2.20,,,,,,,,,,
,5199,垂水悠,3,19.1%,55.6%,5.6%,33.3%,16.7%,0.16,2.60,,,,,,,,,,
,5199,垂水悠,4,18.1%,41.2%,23.5%,5.9%,11.8%,0.14,2.40,,,,,,,,,,
,5199,垂水悠,5,18.1%,47.1%,17.6%,17.6%,11.8%,0.12,2.40,,,,,,,,,,
,5199,垂水悠,6,17.0%,37.5%,0.0%,0.0%,37.5%,0.13,2.50,,,,,,,,,,
,5212,西川拓利,1,11.9%,84.6%,38.5%,30.8%,15.4%,0.11,2.10,,,,,,,,,,
,5212,西川拓利,2,20.2%,68.2%,9.1%,36.4%,22.7%,0.15,3.10,,,,,,,,,,
,5212,西川拓利,3,19.3%,57.1%,9.5%,23.8%,23.8%,0.11,2.20,,,,,,,,,,
,5212,西川拓利,4,22.0%,50.0%,4.2%,16.7%,29.2%,0.14,2.70,,,,,,,,,,
,5212,西川拓利,5,14.7%,43.8%,6.2%,25.0%,12.5%,0.15,2.20,,,,,,,,,,
,5212,西川拓利,6,11.9%,23.1%,0.0%,7.7%,15.4%,0.18,3.80,,,,,,,,,,
,3616,中村真,1,15.7%,81.2%,50.0%,25.0%,6.2%,0.16,2.60,,,,,,,,,,
,3616,中村真,2,15.7%,43.8%,6.2%,31.2%,6.2%,0.17,3.60,,,,,,,,,,
,3616,中村真,3,22.5%,56.5%,17.4%,17.4%,21.7%,0.14,3.40,,,,,,,,,,
,3616,中村真,4,16.7%,70.6%,11.8%,23.5%,35.3%,0.17,2.90,,,,,,,,,,
,3616,中村真,5,15.7%,37.5%,6.2%,6.2%,25.0%,0.16,3.20,,,,,,,,,,
,3616,中村真,6,13.7%,21.4%,0.0%,14.3%,7.1%,0.16,3.60,,,,,,,,,,
,3659,藤生雄人,1,15.2%,100.0%,35.7%,42.9%,21.4%,0.15,3.50,,,,,,,,,,
,3659,藤生雄人,2,21.7%,70.0%,0.0%,55.0%,15.0%,0.15,2.30,,,,,,,,,,
,3659,藤生雄人,3,13.0%,50.0%,8.3%,16.7%,25.0%,0.17,3.40,,,,,,,,,,
,3659,藤生雄人,4,12.0%,72.7%,18.2%,36.4%,18.2%,0.15,3.10,,,,,,,,,,
,3659,藤生雄人,5,22.8%,33.3%,4.8%,4.8%,23.8%,0.18,3.60,,,,,,,,,,
,3659,藤生雄人,6,15.2%,21.4%,0.0%,7.1%,14.3%,0.19,4.50,,,,,,,,,,
,3892,草場康幸,1,15.5%,82.4%,58.8%,17.6%,5.9%,0.15,3.30,,,,,,,,,,
,3892,草場康幸,2,20.9%,65.2%,8.7%,30.4%,26.1%,0.14,3.10,,,,,,,,,,
,3892,草場康幸,3,16.4%,55.6%,5.6%,16.7%,33.3%,0.17,3.20,,,,,,,,,,
,3892,草場康幸,4,11.8%,46.2%,0.0%,23.1%,23.1%,0.15,3.30,,,,,,,,,,
,3892,草場康幸,5,21.8%,41.7%,4.2%,12.5%,25.0%,0.16,3.00,,,,,,,,,,
,3892,草場康幸,6,13.6%,46.7%,6.7%,20.0%,20.0%,0.16,3.70,,,,,,,,,,
,4027,松江秀徳,1,20.3%,75.0%,53.6%,21.4%,0.0%,0.17,3.00,,,,,,,,,,
,4027,松江秀徳,2,18.1%,52.0%,20.0%,24.0%,8.0%,0.17,3.50,,,,,,,,,,
,4027,松江秀徳,3,18.1%,64.0%,12.0%,16.0%,36.0%,0.16,3.00,,,,,,,,,,
,4027,松江秀徳,4,16.7%,52.2%,4.3%,13.0%,34.8%,0.14,3.20,,,,,,,,,,
,4027,松江秀徳,5,16.7%,30.4%,4.3%,4.3%,21.7%,0.14,2.70,,,,,,,,,,
,4027,松江秀徳,6,10.1%,7.1%,0.0%,0.0%,7.1%,0.18,3.40,,,,,,,,,,
,4303,牧原崇,1,18.3%,82.6%,60.9%,17.4%,4.3%,0.15,2.70,,,,,,,,,,
,4303,牧原崇,2,15.1%,57.9%,15.8%,10.5%,31.6%,0.17,4.40,,,,,,,,,,
,4303,牧原崇,3,18.3%,43.5%,8.7%,30.4%,4.3%,0.17,3.90,,,,,,,,,,
,4303,牧原崇,4,15.9%,30.0%,10.0%,15.0%,5.0%,0.16,3.20,,,,,,,,,,
,4303,牧原崇,5,18.3%,34.8%,4.3%,8.7%,21.7%,0.17,4.70,,,,,,,,,,
,4303,牧原崇,6,14.3%,27.8%,0.0%,11.1%,16.7%,0.19,4.50,,,,,,,,,,
,5303,土井歩夢,1,15.0%,82.4%,52.9%,17.6%,11.8%,0.17,3.60,,,,,,,,,,
,5303,土井歩夢,2,14.2%,50.0%,12.5%,37.5%,0.0%,0.18,3.30,,,,,,,,,,
,5303,土井歩夢,3,16.8%,63.2%,5.3%,26.3%,31.6%,0.16,3.80,,,,,,,,,,
,5303,土井歩夢,4,21.2%,62.5%,20.8%,4.2%,37.5%,0.14,3.30,,,,,,,,,,
,5303,土井歩夢,5,19.5%,27.3%,4.5%,4.5%,18.2%,0.16,2.90,,,,,,,,,,
,5303,土井歩夢,6,13.3%,20.0%,0.0%,6.7%,13.3%,0.19,3.60,,,,,,,,,,
,3538,菊池峰晴,1,17.0%,80.0%,13.3%,46.7%,20.0%,0.19,3.20,,,,,,,,,,
,3538,菊池峰晴,2,14.8%,69.2%,15.4%,23.1%,30.8%,0.21,3.40,,,,,,,,,,
